
time,wx,wy,wz,ax,ay,az,
2.069,-10.85,-6.16,-1.07,23.16,-8.85,36.45,
2.072,-10.85,-6.16,-1.07,2.69,1.97,36.03,
2.072,-7.43,-5.13,-2.47,2.69,1.97,36.03,
2.076,-5.02,-4.79,-3.13,2.69,1.97,36.03,
2.077,-5.02,-4.79,-3.13,5.44,4.78,31.29,
2.081,-5.02,-4.79,-3.13,9.32,0.67,35.53,
2.082,-1.77,-2.31,-3.63,9.32,0.67,35.53,
2.086,1.56,-1.81,-4.02,9.32,0.67,35.53,
2.087,1.56,-1.81,-4.02,12.00,-4.92,35.46,
2.091,4.49,-1.81,-4.35,12.00,-4.92,35.46,
2.091,4.49,-1.81,-4.35,13.72,-8.16,33.23,
2.096,7.00,-1.85,-4.78,13.72,-8.16,33.23,
2.097,7.00,-1.85,-4.78,11.28,-9.98,28.89,
2.101,9.08,-1.79,-5.22,11.28,-9.98,28.89,
2.101,9.08,-1.79,-5.22,8.09,-11.38,22.38,
2.105,10.77,-1.57,-5.61,8.09,-11.38,22.38,
2.106,10.77,-1.57,-5.61,7.26,-13.28,15.91,
2.11,10.77,-1.57,-5.61,7.61,-15.37,11.35,
2.111,12.05,-1.33,-6.03,7.61,-15.37,11.35,
2.115,12.05,-1.33,-6.03,7.26,-16.73,7.63,
2.116,12.97,-1.21,-6.49,7.26,-16.73,7.63,
2.12,13.56,-1.21,-6.94,7.26,-16.73,7.63,
2.121,13.56,-1.21,-6.94,6.53,-17.15,3.94,
2.125,13.85,-1.24,-7.36,6.53,-17.15,3.94,
2.125,13.85,-1.24,-7.36,4.46,-17.08,0.24,
2.13,13.85,-1.24,-7.36,2.16,-16.60,-3.34,
2.131,13.85,-1.22,-7.67,2.16,-16.60,-3.34,
2.134,13.60,-1.16,-7.84,2.16,-16.60,-3.34,
2.135,13.60,-1.16,-7.84,-0.60,-15.14,-7.34,
2.14,13.60,-1.16,-7.84,-3.76,-13.02,-10.63,
2.141,13.12,-0.95,-7.83,-3.76,-13.02,-10.63,
2.145,12.49,-0.53,-7.61,-3.76,-13.02,-10.63,
2.149,12.49,-0.53,-7.61,-7.43,-10.21,-12.66,
2.15,12.49,-0.53,-7.61,-11.80,-6.93,-14.05,
2.152,11.76,0.06,-7.16,-11.80,-6.93,-14.05,
2.154,10.97,0.74,-6.45,-11.80,-6.93,-14.05,
2.155,10.97,0.74,-6.45,-16.72,-3.47,-15.48,
2.159,10.13,1.47,-5.50,-16.72,-3.47,-15.48,
2.161,10.13,1.47,-5.50,-21.45,-0.47,-17.45,
2.183,10.13,1.47,-5.50,-25.07,1.83,-19.39,
2.185,9.23,2.22,-4.31,-25.07,1.83,-19.39,
2.186,8.26,2.94,-2.93,-25.07,1.83,-19.39,
2.186,7.16,3.53,-1.45,-25.07,1.83,-19.39,
2.211,7.16,3.53,-1.45,-27.31,3.24,-21.57,
2.212,7.16,3.53,-1.45,-27.05,3.76,-21.64,
2.213,5.93,3.82,0.02,-27.05,3.76,-21.64,
2.213,5.93,3.82,0.02,-24.75,3.62,-23.03,
2.214,4.48,3.93,1.36,-24.75,3.62,-23.03,
2.215,4.48,3.93,1.36,-21.19,2.74,-24.44,
2.215,4.48,3.93,1.36,-17.47,0.79,-29.25,
2.216,2.38,3.19,2.49,-17.47,0.79,-29.25,
2.216,-0.54,1.48,3.33,-17.47,0.79,-29.25,
2.217,-0.54,1.48,3.33,-13.91,-1.93,-37.26,
2.217,-3.34,0.35,3.81,-13.91,-1.93,-37.26,
2.218,-3.34,0.35,3.81,-8.21,-2.92,-37.80,
2.218,-5.48,-0.06,4.01,-8.21,-2.92,-37.80,
2.219,-5.48,-0.06,4.01,-1.68,-3.38,-33.00,
2.219,-7.23,-0.21,4.08,-1.68,-3.38,-33.00,
2.219,-7.23,-0.21,4.08,3.08,-4.43,-27.80,
2.22,-7.23,-0.21,4.08,4.92,-6.28,-24.91,
2.221,-8.72,-0.12,4.12,4.92,-6.28,-24.91,
2.221,-8.72,-0.12,4.12,4.72,-8.70,-23.37,
2.222,-9.96,0.31,4.13,4.72,-8.70,-23.37,
2.222,-9.96,0.31,4.13,3.91,-11.36,-20.23,
2.223,-10.97,1.05,4.13,3.91,-11.36,-20.23,
2.228,-11.74,1.77,4.07,3.91,-11.36,-20.23,
2.232,-11.74,1.77,4.07,3.52,-14.05,-14.57,
2.233,-12.35,2.09,3.92,3.52,-14.05,-14.57,
2.234,-12.35,2.09,3.92,3.17,-16.41,-9.02,
2.237,-12.84,1.92,3.70,3.17,-16.41,-9.02,
2.238,-12.84,1.92,3.70,3.01,-18.22,-4.83,
2.242,-13.23,1.39,3.41,3.01,-18.22,-4.83,
2.242,-13.23,1.39,3.41,3.57,-19.49,-1.26,
2.247,-13.49,0.56,3.04,3.57,-19.49,-1.26,
2.248,-13.49,0.56,3.04,4.70,-20.19,2.01,
2.251,-13.49,0.56,3.04,6.28,-20.28,4.10,
2.252,-13.63,-0.52,2.63,6.28,-20.28,4.10,
2.256,-13.63,-0.52,2.63,8.00,-19.79,5.01,
2.257,-13.67,-1.72,2.19,8.00,-19.79,5.01,
2.261,-13.62,-2.91,1.76,8.00,-19.79,5.01,
2.261,-13.62,-2.91,1.76,9.84,-18.77,5.35,
2.266,-13.51,-4.00,1.33,9.84,-18.77,5.35,
2.267,-13.51,-4.00,1.33,11.66,-17.56,4.88,
2.27,-13.51,-4.00,1.33,13.14,-16.58,2.71,
2.271,-13.35,-4.86,0.89,13.14,-16.58,2.71,
2.275,-13.35,-4.86,0.89,22.25,-15.83,14.70,
2.276,-13.04,-4.45,0.34,22.25,-15.83,14.70,
2.281,-13.04,-4.45,0.34,15.30,-13.99,25.94,
2.282,-11.36,-0.06,-0.77,15.30,-13.99,25.94,
2.285,-11.36,-0.06,-0.77,2.13,-3.33,35.44,
2.286,-9.79,0.14,-1.93,2.13,-3.33,35.44,
2.29,-7.45,-1.00,-2.40,2.13,-3.33,35.44,
2.291,-7.45,-1.00,-2.40,-1.54,5.65,35.23,
2.295,-4.09,-0.56,-2.71,-1.54,5.65,35.23,
2.295,-4.09,-0.56,-2.71,5.03,2.85,35.10,
2.3,-0.32,-0.57,-3.23,5.03,2.85,35.10,
2.3,-0.32,-0.57,-3.23,11.15,-4.17,35.02,
2.304,-0.32,-0.57,-3.23,11.07,-10.71,34.97,
2.305,3.46,-1.51,-3.78,11.07,-10.71,34.97,
2.309,3.46,-1.51,-3.78,8.72,-13.32,34.27,
2.31,6.77,-1.99,-4.27,8.72,-13.32,34.27,
2.314,6.77,-1.99,-4.27,6.24,-13.27,24.45,
2.316,9.43,-1.72,-4.66,6.24,-13.27,24.45,
2.319,9.43,-1.72,-4.66,4.45,-13.75,17.15,
2.32,11.47,-1.06,-4.92,4.45,-13.75,17.15,
2.324,11.47,-1.06,-4.92,4.00,-14.92,11.73,
2.326,12.97,-0.41,-5.08,4.00,-14.92,11.73,
2.329,12.97,-0.41,-5.08,3.98,-16.06,7.78,
2.33,14.02,0.09,-5.21,3.98,-16.06,7.78,
2.334,14.02,0.09,-5.21,3.62,-16.50,4.85,
2.334,14.68,0.38,-5.34,3.62,-16.50,4.85,
2.338,14.68,0.38,-5.34,2.13,-16.06,2.41,
2.339,15.04,0.46,-5.46,2.13,-16.06,2.41,
2.343,15.15,0.38,-5.54,2.13,-16.06,2.41,
2.344,15.15,0.38,-5.54,0.33,-15.40,-0.26,
2.348,15.05,0.27,-5.56,0.33,-15.40,-0.26,
2.349,15.05,0.27,-5.56,-1.99,-14.42,-3.96,
2.355,15.05,0.27,-5.56,-5.09,-13.12,-7.77,
2.356,14.76,0.29,-5.48,-5.09,-13.12,-7.77,
2.358,14.76,0.29,-5.48,-8.82,-11.02,-11.83,
2.358,14.31,0.58,-5.25,-8.82,-11.02,-11.83,
2.367,14.31,0.58,-5.25,-12.13,-8.33,-14.25,
2.368,13.75,1.27,-4.82,-12.13,-8.33,-14.25,
2.376,13.75,1.27,-4.82,-15.46,-5.32,-15.92,
2.378,13.13,2.17,-4.13,-15.46,-5.32,-15.92,
2.379,12.44,3.16,-3.19,-15.46,-5.32,-15.92,
2.379,11.66,4.24,-1.99,-15.46,-5.32,-15.92,
2.38,11.66,4.24,-1.99,-19.00,-2.37,-17.95,
2.381,11.66,4.24,-1.99,-22.61,0.20,-20.18,
2.383,10.74,5.38,-0.56,-22.61,0.20,-20.18,
2.385,10.74,5.38,-0.56,-25.37,2.22,-21.98,
2.388,9.64,6.50,1.01,-25.37,2.22,-21.98,
2.39,9.64,6.50,1.01,-25.72,3.61,-23.81,
2.392,8.31,7.58,2.60,-25.72,3.61,-23.81,
2.393,8.31,7.58,2.60,-23.41,3.51,-27.42,
2.397,5.86,7.56,4.05,-23.41,3.51,-27.42,
2.398,5.86,7.56,4.05,-18.83,-0.12,-38.43,
2.402,1.44,5.76,4.98,-18.83,-0.12,-38.43,
2.403,1.44,5.76,4.98,-13.54,-5.82,-38.11,
2.407,-2.49,4.91,5.34,-13.54,-5.82,-38.11,
2.408,-2.49,4.91,5.34,-7.99,-5.87,-37.89,
2.411,-2.49,4.91,5.34,0.69,-5.12,-34.04,
2.412,-5.18,4.28,5.45,0.69,-5.12,-34.04,
2.432,-7.26,3.32,5.30,0.69,-5.12,-34.04,
2.433,-7.26,3.32,5.30,7.05,-5.53,-27.13,
2.434,-8.95,2.43,5.00,7.05,-5.53,-27.13,
2.434,-8.95,2.43,5.00,8.94,-7.42,-23.61,
2.435,-10.31,1.97,4.70,8.94,-7.42,-23.61,
2.435,-10.31,1.97,4.70,7.53,-9.75,-22.08,
2.436,-11.33,2.09,4.45,7.53,-9.75,-22.08,
2.436,-11.33,2.09,4.45,5.35,-11.85,-21.26,
2.437,-12.06,2.59,4.23,5.35,-11.85,-21.26,
2.437,-12.06,2.59,4.23,4.05,-14.08,-15.57,
2.443,-12.58,2.90,3.98,4.05,-14.08,-15.57,
2.444,-12.58,2.90,3.98,3.46,-15.94,-8.09,
2.445,-12.58,2.90,3.98,3.58,-17.38,-1.77,
2.446,-12.92,2.72,3.71,3.58,-17.38,-1.77,
2.45,-12.92,2.72,3.71,5.15,-18.59,2.99,
2.451,-13.12,2.01,3.40,5.15,-18.59,2.99,
2.455,-13.22,0.85,2.97,5.15,-18.59,2.99,
2.456,-13.22,0.85,2.97,7.63,-19.57,5.80,
2.46,-13.22,-0.56,2.41,7.63,-19.57,5.80,
2.46,-13.22,-0.56,2.41,10.30,-19.94,7.60,
2.465,-13.13,-2.08,1.74,10.30,-19.94,7.60,
2.466,-13.13,-2.08,1.74,13.00,-19.66,8.89,
2.471,-12.97,-3.61,1.00,13.00,-19.66,8.89,
2.472,-12.97,-3.61,1.00,15.53,-18.79,9.13,
2.474,-12.75,-4.98,0.20,15.53,-18.79,9.13,
2.476,-12.75,-4.98,0.20,17.74,-17.60,8.06,
2.483,-12.51,-5.92,-0.66,17.74,-17.60,8.06,
2.485,-12.51,-5.92,-0.66,19.67,-16.74,4.67,
2.489,-12.51,-5.92,-0.66,27.39,-16.67,4.78,
2.491,-12.51,-5.92,-0.66,22.85,-15.67,28.27,
2.494,-12.30,-5.85,-1.63,22.85,-15.67,28.27,
2.495,-11.12,-1.79,-3.04,22.85,-15.67,28.27,
2.496,-11.12,-1.79,-3.04,3.61,-5.71,35.58,
2.497,-9.54,-0.21,-4.59,3.61,-5.71,35.58,
2.5,-9.54,-0.21,-4.59,-3.23,4.00,35.32,
2.501,-7.77,-1.37,-5.29,-3.23,4.00,35.32,
2.506,-7.77,-1.37,-5.29,-3.82,5.65,31.86,
2.506,-4.99,0.31,-5.53,-3.82,5.65,31.86,
2.511,-1.71,1.65,-5.56,-3.82,5.65,31.86,
2.511,-1.71,1.65,-5.56,-3.37,3.01,35.18,
2.515,-1.71,1.65,-5.56,-2.10,-2.50,35.22,
2.516,1.56,1.35,-5.25,-2.10,-2.50,35.22,
2.519,1.56,1.35,-5.25,-2.36,-6.08,28.72,
2.519,4.37,0.77,-4.80,-2.36,-6.08,28.72,
2.523,4.37,0.77,-4.80,-3.14,-6.71,18.98,
2.523,6.56,0.46,-4.31,-3.14,-6.71,18.98,
2.531,8.15,0.60,-3.82,-3.14,-6.71,18.98,
2.532,8.15,0.60,-3.82,-3.82,-7.06,12.26,
2.533,9.26,0.93,-3.39,-3.82,-7.06,12.26,
2.533,9.26,0.93,-3.39,-4.56,-7.69,8.74,
2.538,9.26,0.93,-3.39,-4.78,-8.13,6.76,
2.539,9.99,1.15,-3.03,-4.78,-8.13,6.76,
2.544,10.44,1.14,-2.75,-4.78,-8.13,6.76,
2.544,10.44,1.14,-2.75,-4.43,-8.12,5.04,
2.548,10.65,0.93,-2.54,-4.43,-8.12,5.04,
2.549,10.65,0.93,-2.54,-4.49,-7.65,2.22,
2.553,10.65,0.72,-2.36,-4.49,-7.65,2.22,
2.554,10.65,0.72,-2.36,-5.22,-6.80,-1.21,
2.558,10.47,0.61,-2.15,-5.22,-6.80,-1.21,
2.559,10.47,0.61,-2.15,-6.72,-5.58,-4.62,
2.562,10.12,0.65,-1.87,-6.72,-5.58,-4.62,
2.563,10.12,0.65,-1.87,-8.85,-3.98,-8.00,
2.567,9.64,0.94,-1.45,-8.85,-3.98,-8.00,
2.567,9.64,0.94,-1.45,-11.09,-2.23,-11.36,
2.571,9.03,1.57,-0.88,-11.09,-2.23,-11.36,
2.572,9.03,1.57,-0.88,-13.21,-0.42,-14.46,
2.577,8.30,2.46,-0.14,-13.21,-0.42,-14.46,
2.577,8.30,2.46,-0.14,-14.74,1.11,-15.38,
2.584,8.30,2.46,-0.14,-16.09,2.31,-16.45,
2.586,7.51,3.38,0.75,-16.09,2.31,-16.45,
2.587,6.63,4.33,1.75,-16.09,2.31,-16.45,
2.587,6.63,4.33,1.75,-17.21,3.12,-17.74,
2.595,5.66,5.30,2.84,-17.21,3.12,-17.74,
2.596,5.66,5.30,2.84,-17.19,3.42,-18.40,
2.596,4.59,6.22,3.91,-17.19,3.42,-18.40,
2.597,4.59,6.22,3.91,-15.72,3.01,-18.56,
2.602,4.59,6.22,3.91,-12.04,1.07,-18.14,
2.603,3.40,6.94,4.88,-12.04,1.07,-18.14,
2.606,1.57,6.54,5.55,-12.04,1.07,-18.14,
2.606,1.57,6.54,5.55,-6.18,-3.54,-23.52,
2.61,-1.16,5.18,5.68,-6.18,-3.54,-23.52,
2.611,-1.16,5.18,5.68,-1.40,-7.88,-30.84,
2.618,-3.79,4.17,5.41,-1.40,-7.88,-30.84,
2.618,-3.79,4.17,5.41,-0.07,-7.93,-26.44,
2.621,-5.53,3.39,5.16,-0.07,-7.93,-26.44,
2.621,-5.53,3.39,5.16,3.12,-7.38,-19.07,
2.625,-5.53,3.39,5.16,6.80,-7.26,-12.07,
2.625,-6.54,2.62,4.89,6.80,-7.26,-12.07,
2.63,-7.15,1.71,4.57,6.80,-7.26,-12.07,
2.633,-7.15,1.71,4.57,9.33,-7.80,-6.43,
2.635,-7.15,1.71,4.57,10.29,-8.46,-3.03,
2.635,-7.53,0.77,4.21,10.29,-8.46,-3.03,
2.641,-7.76,-0.12,3.83,10.29,-8.46,-3.03,
2.641,-7.76,-0.12,3.83,10.58,-8.98,-0.07,
2.644,-7.85,-1.06,3.42,10.58,-8.98,-0.07,
2.644,-7.85,-1.06,3.42,10.74,-9.39,2.07,
2.649,-7.85,-2.03,2.95,10.74,-9.39,2.07,
2.65,-7.85,-2.03,2.95,11.35,-9.81,3.46,
2.654,-7.85,-2.03,2.95,12.53,-10.21,4.11,
2.655,-7.80,-3.01,2.38,12.53,-10.21,4.11,
2.686,-7.73,-3.92,1.71,12.53,-10.21,4.11,
2.687,-7.73,-3.92,1.71,13.97,-10.53,4.07,
2.688,-7.65,-4.68,0.92,13.97,-10.53,4.07,
2.689,-7.65,-4.68,0.92,15.12,-10.88,3.47,
2.69,-7.56,-5.20,0.03,15.12,-10.88,3.47,
2.69,-7.56,-5.20,0.03,15.98,-11.12,2.59,
2.691,-7.56,-5.20,0.03,16.59,-11.14,1.01,
2.693,-7.45,-5.45,-0.93,16.59,-11.14,1.01,
2.694,-7.45,-5.45,-0.93,16.88,-10.98,-0.84,
2.696,-7.37,-5.30,-1.93,16.88,-10.98,-0.84,
2.696,-7.37,-5.30,-1.93,21.96,-11.52,0.12,
2.697,-7.25,-4.54,-2.96,21.96,-11.52,0.12,
2.698,-6.71,-2.17,-4.18,21.96,-11.52,0.12,
2.698,-6.71,-2.17,-4.18,17.55,-10.60,7.09,
2.699,-6.71,-2.17,-4.18,5.09,-6.48,12.11,
2.7,-5.97,-0.56,-5.30,5.09,-6.48,12.11,
2.7,-5.97,-0.56,-5.30,-3.62,0.13,16.73,
2.7,-5.28,-0.28,-5.93,-3.62,0.13,16.73,
2.704,-5.28,-0.28,-5.93,-8.42,5.14,34.92,
2.705,-4.19,0.44,-6.06,-8.42,5.14,34.92,
2.709,-2.59,0.41,-5.83,-8.42,5.14,34.92,
2.709,-2.59,0.41,-5.83,-8.23,5.48,31.56,
2.723,-2.59,0.41,-5.83,-5.96,3.12,17.87,
2.724,-1.03,-0.13,-5.42,-5.96,3.12,17.87,
2.724,0.46,-0.07,-4.92,-5.96,3.12,17.87,
2.724,0.46,-0.07,-4.92,-6.39,1.35,13.13,
2.724,1.93,0.21,-4.33,-6.39,1.35,13.13,
2.725,1.93,0.21,-4.33,-8.59,0.62,13.57,
2.728,3.26,0.39,-3.65,-8.59,0.62,13.57,
2.728,3.26,0.39,-3.65,-9.49,0.12,13.77,
2.733,4.32,0.46,-2.98,-9.49,0.12,13.77,
2.733,4.32,0.46,-2.98,-8.71,-0.25,11.60,
2.736,5.09,0.44,-2.39,-8.71,-0.25,11.60,
2.737,5.09,0.44,-2.39,-7.05,-0.46,8.16,
2.742,5.09,0.44,-2.39,-6.10,-0.61,4.92,
2.743,5.58,0.41,-1.91,-6.10,-0.61,4.92,
2.747,5.58,0.41,-1.91,-5.62,-0.83,2.37,
2.747,5.84,0.40,-1.51,-5.62,-0.83,2.37,
2.752,5.92,0.38,-1.17,-5.62,-0.83,2.37,
2.752,5.92,0.38,-1.17,-5.67,-0.81,-0.21,
2.757,5.84,0.39,-0.88,-5.67,-0.81,-0.21,
2.757,5.84,0.39,-0.88,-6.03,-0.46,-2.60,
2.762,5.64,0.43,-0.60,-6.03,-0.46,-2.60,
2.762,5.64,0.43,-0.60,-6.58,0.19,-4.85,
2.767,5.32,0.53,-0.31,-6.58,0.19,-4.85,
2.767,5.32,0.53,-0.31,-7.16,1.05,-6.91,
2.772,4.91,0.73,0.00,-7.16,1.05,-6.91,
2.772,4.91,0.73,0.00,-7.40,2.03,-8.08,
2.775,4.43,0.99,0.35,-7.40,2.03,-8.08,
2.775,4.43,0.99,0.35,-7.58,2.99,-8.92,
2.781,3.89,1.32,0.74,-7.58,2.99,-8.92,
2.781,3.89,1.32,0.74,-8.07,3.92,-10.17,
2.786,3.89,1.32,0.74,-8.76,4.52,-11.35,
2.786,3.29,1.72,1.18,-8.76,4.52,-11.35,
2.79,2.65,2.17,1.67,-8.76,4.52,-11.35,
2.79,2.65,2.17,1.67,-9.45,4.65,-12.56,
2.798,2.65,2.17,1.67,-10.05,4.45,-13.65,
2.799,1.97,2.64,2.22,-10.05,4.45,-13.65,
2.8,1.25,3.13,2.81,-10.05,4.45,-13.65,
2.801,1.25,3.13,2.81,-10.11,3.78,-14.48,
2.805,0.48,3.58,3.40,-10.11,3.78,-14.48,
2.805,0.48,3.58,3.40,-9.41,2.70,-14.58,
2.81,-0.32,3.93,3.93,-9.41,2.70,-14.58,
2.811,-0.32,3.93,3.93,-7.88,1.22,-13.91,
2.814,-1.14,4.11,4.35,-7.88,1.22,-13.91,
2.817,-1.14,4.11,4.35,-5.66,-0.59,-12.44,
2.821,-1.97,4.04,4.61,-5.66,-0.59,-12.44,
2.822,-1.97,4.04,4.61,-3.10,-2.52,-10.60,
2.825,-2.78,3.74,4.70,-3.10,-2.52,-10.60,
2.826,-2.78,3.74,4.70,-0.77,-4.30,-8.89,
2.839,-2.78,3.74,4.70,1.27,-5.97,-8.09,
2.839,-3.54,3.26,4.64,1.27,-5.97,-8.09,
2.84,-3.54,3.26,4.64,2.94,-7.36,-7.97,
2.841,-4.28,2.67,4.43,2.94,-7.36,-7.97,
2.841,-5.01,2.07,4.10,2.94,-7.36,-7.97,
2.841,-5.01,2.07,4.10,4.16,-8.36,-8.58,
2.845,-5.01,2.07,4.10,4.92,-9.00,-8.95,
2.845,-5.70,1.63,3.70,4.92,-9.00,-8.95,
2.851,-6.31,1.38,3.26,4.92,-9.00,-8.95,
2.852,-6.31,1.38,3.26,5.46,-9.44,-8.05,
2.853,-6.80,1.22,2.82,5.46,-9.44,-8.05,
2.854,-6.80,1.22,2.82,5.75,-9.72,-6.17,
2.859,-7.20,1.05,2.39,5.75,-9.72,-6.17,
2.86,-7.20,1.05,2.39,5.87,-9.90,-4.05,
2.863,-7.52,0.83,1.98,5.87,-9.90,-4.05,
2.863,-7.52,0.83,1.98,5.83,-9.98,-2.23,
2.868,-7.78,0.54,1.61,5.83,-9.98,-2.23,
2.869,-7.78,0.54,1.61,5.59,-9.94,-0.80,
2.872,-7.78,0.54,1.61,5.17,-9.85,0.58,
2.873,-7.98,0.19,1.29,5.17,-9.85,0.58,
2.878,-8.12,-0.28,1.00,5.17,-9.85,0.58,
2.879,-8.12,-0.28,1.00,4.74,-9.84,1.57,
2.882,-8.22,-0.82,0.77,4.74,-9.84,1.57,
2.883,-8.22,-0.82,0.77,4.74,-9.93,1.80,
2.887,-8.27,-1.40,0.55,4.74,-9.93,1.80,
2.887,-8.27,-1.40,0.55,5.21,-10.17,2.72,
2.892,-8.28,-2.07,0.33,5.21,-10.17,2.72,
2.893,-8.28,-2.07,0.33,6.05,-10.38,3.70,
2.897,-8.28,-2.07,0.33,7.08,-10.55,4.33,
2.898,-8.25,-2.85,0.08,7.08,-10.55,4.33,
2.917,-8.20,-3.63,-0.21,7.08,-10.55,4.33,
2.917,-8.20,-3.63,-0.21,8.21,-10.68,3.79,
2.918,-8.15,-4.23,-0.56,8.21,-10.68,3.79,
2.918,-8.15,-4.23,-0.56,10.14,-10.98,2.00,
2.919,-7.97,-3.73,-1.09,10.14,-10.98,2.00,
2.919,-7.97,-3.73,-1.09,17.81,-12.03,6.71,
2.919,-7.24,-1.63,-1.95,17.81,-12.03,6.71,
2.92,-7.24,-1.63,-1.95,9.88,-10.75,20.67,
2.922,-6.37,-1.80,-2.74,9.88,-10.75,20.67,
2.922,-6.37,-1.80,-2.74,2.72,-4.26,34.07,
2.926,-5.02,-2.88,-3.18,2.72,-4.26,34.07,
2.926,-5.02,-2.88,-3.18,-2.08,3.62,33.83,
2.931,-3.20,-2.49,-3.28,-2.08,3.62,33.83,
2.932,-3.20,-2.49,-3.28,-1.68,3.77,19.27,
2.936,-1.24,-1.31,-3.24,-1.68,3.77,19.27,
2.936,-1.24,-1.31,-3.24,-3.03,2.86,17.98,
2.941,0.96,-0.38,-2.95,-3.03,2.86,17.98,
2.941,0.96,-0.38,-2.95,-3.39,1.19,25.42,
2.95,3.12,-0.38,-2.42,-3.39,1.19,25.42,
2.951,3.12,-0.38,-2.42,-2.95,-0.70,23.44,
2.952,4.92,-0.53,-1.78,-2.95,-0.70,23.44,
2.952,4.92,-0.53,-1.78,-3.06,-1.92,17.61,
2.961,6.31,-0.38,-1.13,-3.06,-1.92,17.61,
2.962,7.33,0.02,-0.51,-3.06,-1.92,17.61,
2.966,7.33,0.02,-0.51,-3.62,-2.69,12.18,
2.966,7.33,0.02,-0.51,-4.01,-3.55,7.89,
2.967,7.33,0.02,-0.51,-4.01,-4.35,4.52,
2.967,8.00,0.48,0.07,-4.01,-4.35,4.52,
2.971,8.00,0.48,0.07,-4.07,-4.75,2.54,
2.972,8.37,0.88,0.58,-4.07,-4.75,2.54,
2.974,8.50,1.15,1.01,-4.07,-4.75,2.54,
2.975,8.50,1.15,1.01,-3.82,-4.80,1.25,
2.979,8.42,1.25,1.36,-3.82,-4.80,1.25,
2.98,8.42,1.25,1.36,-3.40,-4.45,-0.28,
2.985,8.19,1.26,1.66,-3.40,-4.45,-0.28,
2.985,8.19,1.26,1.66,-3.02,-3.83,-2.42,
2.989,7.82,1.26,1.95,-3.02,-3.83,-2.42,
2.989,7.82,1.26,1.95,-2.86,-3.16,-4.69,
2.994,7.35,1.32,2.22,-2.86,-3.16,-4.69,
2.994,7.35,1.32,2.22,-3.09,-2.59,-6.87,
2.999,6.81,1.48,2.51,-3.09,-2.59,-6.87,
3.0,6.81,1.48,2.51,-3.72,-1.98,-8.80,
3.005,6.19,1.75,2.82,-3.72,-1.98,-8.80,
3.005,6.19,1.75,2.82,-4.30,-1.29,-10.25,
3.009,6.19,1.75,2.82,-4.65,-0.53,-11.19,
3.009,5.51,2.07,3.18,-4.65,-0.53,-11.19,
3.018,4.78,2.42,3.59,-4.65,-0.53,-11.19,
3.022,4.78,2.42,3.59,-4.66,0.28,-12.21,
3.023,4.00,2.81,4.03,-4.66,0.28,-12.21,
3.024,4.00,2.81,4.03,-4.32,1.02,-12.82,
3.025,3.18,3.18,4.50,-4.32,1.02,-12.82,
3.025,3.18,3.18,4.50,-3.76,1.37,-13.04,
3.028,2.30,3.48,4.96,-3.76,1.37,-13.04,
3.029,2.30,3.48,4.96,-3.28,1.39,-13.10,
3.033,2.30,3.48,4.96,-2.95,1.07,-13.09,
3.034,1.39,3.70,5.39,-2.95,1.07,-13.09,
3.038,0.47,3.84,5.77,-2.95,1.07,-13.09,
3.038,0.47,3.84,5.77,-2.54,0.35,-13.06,
3.042,0.47,3.84,5.77,-1.92,-0.80,-12.70,
3.043,-0.47,3.92,6.07,-1.92,-0.80,-12.70,
3.048,-1.40,3.90,6.28,-1.92,-0.80,-12.70,
3.048,-1.40,3.90,6.28,-1.04,-2.21,-12.12,
3.052,-2.30,3.80,6.39,-1.04,-2.21,-12.12,
3.053,-2.30,3.80,6.39,-0.01,-3.71,-11.24,
3.058,-2.30,3.80,6.39,0.97,-5.20,-10.44,
3.058,-3.16,3.59,6.39,0.97,-5.20,-10.44,
3.063,-3.96,3.31,6.28,0.97,-5.20,-10.44,
3.063,-3.96,3.31,6.28,1.81,-6.52,-9.53,
3.067,-4.70,2.97,6.08,1.81,-6.52,-9.53,
3.067,-4.70,2.97,6.08,2.42,-7.64,-9.34,
3.071,-4.70,2.97,6.08,2.94,-8.51,-8.61,
3.072,-5.36,2.71,5.82,2.94,-8.51,-8.61,
3.076,-5.91,2.47,5.50,2.94,-8.51,-8.61,
3.077,-5.91,2.47,5.50,3.28,-9.01,-7.56,
3.082,-6.36,2.24,5.16,3.28,-9.01,-7.56,
3.083,-6.36,2.24,5.16,3.39,-9.10,-6.56,
3.086,-6.72,2.03,4.82,3.39,-9.10,-6.56,
3.087,-6.72,2.03,4.82,3.23,-8.84,-5.80,
3.091,-6.99,1.88,4.52,3.23,-8.84,-5.80,
3.091,-6.99,1.88,4.52,2.80,-8.34,-5.16,
3.099,-7.19,1.76,4.28,2.80,-8.34,-5.16,
3.099,-7.19,1.76,4.28,2.12,-7.76,-4.59,
3.102,-7.19,1.76,4.28,1.27,-7.11,-4.29,
3.103,-7.35,1.66,4.09,1.27,-7.11,-4.29,
3.108,-7.46,1.62,3.96,1.27,-7.11,-4.29,
3.108,-7.46,1.62,3.96,0.04,-6.44,-4.00,
3.112,-7.54,1.61,3.91,0.04,-6.44,-4.00,
3.112,-7.54,1.61,3.91,-1.54,-5.80,-3.49,
3.117,-7.54,1.61,3.91,-3.28,-5.32,-2.99,
3.117,-7.58,1.60,3.95,-3.28,-5.32,-2.99,
3.121,-7.57,1.56,4.10,-3.28,-5.32,-2.99,
